17.9764	719531.1250
17.9753	683902.4375
17.9742	690457.5000
17.9731	682517.9375
17.9720	681054.3125
17.9709	650250.3125
17.9698	646990.0000
17.9688	656214.3125
17.9677	651405.1250
17.9666	651247.5000
17.9655	645798.5625
17.9644	634556.0000
17.9633	640573.4375
17.9622	623559.1875
17.9611	622266.3125
17.9600	609628.6875
17.9589	601464.6875
17.9578	621076.1250
17.9567	611587.8750
17.9556	575094.6875
17.9545	588033.3125
17.9534	610820.1250
17.9523	574528.9375
17.9512	563369.8125
17.9501	557765.5000
17.9490	560677.1875
17.9479	562608.0625
17.9468	571750.5000
17.9457	533785.7500
17.9446	548948.7500
17.9435	531338.3750
17.9425	523812.6875
17.9414	522551.2500
17.9403	511654.8438
17.9392	501063.4688
17.9381	511269.4375
17.9370	516325.5313
17.9359	489517.6875
17.9348	509838.5000
17.9337	481928.9688
17.9326	474905.2188
17.9315	464820.5313
17.9304	488843.5000
17.9293	468307.6875
17.9282	447840.0938
17.9271	445964.0000
17.9260	422378.6250
17.9249	447609.2188
17.9238	450753.6563
17.9227	440361.6250
17.9216	441787.4688
17.9205	414840.3438
17.9194	417831.2813
17.9183	404008.2813
17.9172	425450.5000
17.9162	392679.6250
17.9151	409368.1563
17.9140	370097.6250
17.9129	435584.5938
17.9118	377665.8125
17.9107	383429.3125
17.9096	368415.5313
17.9085	352166.5625
17.9074	364425.5625
17.9063	383105.0938
17.9052	361423.6875
17.9041	395465.4063
17.9030	374027.0000
17.9019	365521.3438
17.9008	360389.9688
17.8997	327645.6250
17.8986	331570.1875
17.8975	339368.2500
17.8964	341875.7813
17.8953	311129.0625
17.8942	344116.7813
17.8931	334161.4688
17.8920	297857.9375
17.8909	313138.7500
17.8899	299482.3125
17.8888	332680.4688
17.8877	291968.0625
17.8866	298843.8125
17.8855	259527.6094
17.8844	307029.4063
17.8833	275751.0000
17.8822	240002.6406
17.8811	289300.2813
17.8800	270669.6250
17.8789	280820.0313
17.8778	252637.5938
17.8767	263801.8438
17.8756	262998.1563
17.8745	283914.9375
17.8734	246094.1250
17.8723	237184.0313
17.8712	257301.2031
17.8701	269802.6250
17.8690	254835.0156
17.8679	238632.1719
17.8668	211468.2813
17.8657	247843.7188
17.8647	231432.6094
17.8636	239353.6250
17.8625	244547.7656
17.8614	200245.4688
17.8603	191134.4219
17.8592	197570.4219
17.8581	232670.6719
17.8570	186913.8125
17.8559	204787.9063
17.8548	188756.5625
17.8537	190893.0469
17.8526	202714.1719
17.8515	192476.9063
17.8504	177581.5469
17.8493	186780.4844
17.8482	171793.2969
17.8471	189525.0938
17.8460	198297.7656
17.8449	176865.9688
17.8438	157180.7188
17.8427	183059.2344
17.8416	164062.3125
17.8405	169411.3281
17.8394	144197.5469
17.8384	146501.1406
17.8373	162813.2656
17.8362	134992.2188
17.8351	155274.8906
17.8340	151024.3750
17.8329	154146.5000
17.8318	125953.2656
17.8307	155159.0625
17.8296	132616.3281
17.8285	137253.0469
17.8274	167117.3125
17.8263	117364.5703
17.8252	152055.1875
17.8241	121267.9141
17.8230	124579.5156
17.8219	133986.3750
17.8208	99933.7031
17.8197	150073.0781
17.8186	70101.7422
17.8175	155782.6875
17.8164	86663.2031
17.8153	122447.2266
17.8142	96173.4141
17.8131	124154.6406
17.8120	126927.8516
17.8110	99978.7891
17.8099	111146.0469
17.8088	69882.5469
17.8077	93109.9063
17.8066	91272.9453
17.8055	77147.8047
17.8044	84174.8594
17.8033	99220.1484
17.8022	97843.7422
17.8011	106190.3672
17.8000	86987.5234
17.7989	87883.5391
17.7978	109733.3828
17.7967	100586.7109
17.7956	35856.0508
17.7945	67608.5313
17.7934	53758.8398
17.7923	112082.6563
17.7912	71098.2500
17.7901	85520.3984
17.7890	75144.4844
17.7879	57015.8555
17.7868	45448.6250
17.7857	82705.4297
