17.9764	319440.5625
17.9753	310686.8438
17.9742	314327.6250
17.9731	299796.0938
17.9720	297730.0313
17.9709	291169.1563
17.9698	295190.3750
17.9688	283676.6250
17.9677	291447.0313
17.9666	289888.0313
17.9655	281395.6875
17.9644	264379.1875
17.9633	283004.9375
17.9622	280537.4688
17.9611	282422.1563
17.9600	267132.2188
17.9589	273038.5000
17.9578	272104.5625
17.9567	260100.3906
17.9556	279278.6875
17.9545	260057.3438
17.9534	261284.7969
17.9523	256451.6875
17.9512	253634.5781
17.9501	257228.8125
17.9490	255434.2031
17.9479	243445.5938
17.9468	241978.0469
17.9457	252824.3594
17.9446	240301.4531
17.9435	237155.4688
17.9425	229794.3594
17.9414	239674.7656
17.9403	224539.7344
17.9392	227473.2500
17.9381	230316.6250
17.9370	233928.8594
17.9359	229429.8594
17.9348	223505.1563
17.9337	210637.7500
17.9326	224723.6250
17.9315	205342.6250
17.9304	214165.6875
17.9293	221398.4375
17.9282	206391.4531
17.9271	203236.6094
17.9260	192108.5938
17.9249	207183.5469
17.9238	198247.6563
17.9227	190280.3281
17.9216	199756.3281
17.9205	198616.2188
17.9194	195495.0156
17.9183	193920.4844
17.9172	182930.7031
17.9162	187080.8281
17.9151	181218.3281
17.9140	182278.4063
17.9129	182545.1250
17.9118	182551.6875
17.9107	177702.8594
17.9096	167688.1719
17.9085	168149.4219
17.9074	176948.3594
17.9063	163087.8125
17.9052	169883.0938
17.9041	160469.8438
17.9030	169948.3125
17.9019	158692.3906
17.9008	161658.7031
17.8997	150834.5313
17.8986	148910.6563
17.8975	155128.7031
17.8964	149530.8125
17.8953	149986.7656
17.8942	140822.2344
17.8931	141957.2188
17.8920	142759.7344
17.8909	138704.4219
17.8899	134190.6875
17.8888	132384.5938
17.8877	131422.0313
17.8866	143289.9219
17.8855	130152.5781
17.8844	126662.3203
17.8833	132002.2813
17.8822	112174.8750
17.8811	131590.8125
17.8800	132415.9219
17.8789	129571.1641
17.8778	116269.1875
17.8767	115549.2969
17.8756	114480.5547
17.8745	114443.9375
17.8734	123565.2813
17.8723	124028.9219
17.8712	117580.2109
17.8701	112075.1719
17.8690	112101.8516
17.8679	96859.3516
17.8668	113677.5156
17.8657	91245.4922
17.8647	101936.0703
17.8636	91551.1875
17.8625	94504.0469
17.8614	94385.9453
17.8603	99203.9297
17.8592	103169.8828
17.8581	88942.5469
17.8570	86142.6406
